Date,avg_sentiment_score,avg_sentiment_label_score,pos_count,neut_count,neg_count,total,pct_positive,pct_neutral,pct_negative,sentiment_score_combined,sentiment_polarization,log_total_sentiment,z_sentiment_score_combined,z_sentiment_polarization,z_log_total_sentiment
2019-06-02,0.9588328525424004,-0.1875,2.0,9.0,5.0,16.0,0.125,0.5625,0.3125,0.6149329967796802,-0.1875,2.833213344056216,0.0656520910725535,-0.6842272997598645,0.24853341130094786
2019-06-03,0.9633702777199826,0.0508474576271186,13.0,36.0,10.0,59.0,0.2203389830508474,0.6101694915254238,0.1694915254237288,0.6896134316921234,0.05084745762711859,4.0943445622221,0.39934688575424804,0.08238668153463863,1.1733456287258048
2019-06-04,0.9441793074210484,-0.0333333333333333,4.0,21.0,5.0,30.0,0.1333333333333333,0.7,0.1666666666666666,0.6509255151947339,-0.0333333333333333,3.4339872044851463,0.2264775610456436,-0.18837001941441234,0.6890926473511084
2019-06-05,0.9356743161742752,-0.1621621621621621,4.0,23.0,10.0,37.0,0.1081081081081081,0.6216216216216216,0.2702702702702703,0.606323372673344,-0.16216216216216217,3.6375861597263857,0.027181683772184242,-0.6027313990456741,0.8383957480513464
2019-06-06,0.9503696635365486,-0.075,6.0,25.0,9.0,40.0,0.15,0.625,0.225,0.642758764475584,-0.07500000000000001,3.713572066704308,0.18998604613094913,-0.32238550058885895,0.8941177015745426
2019-06-07,0.9359909551484245,0.0,10.0,15.0,10.0,35.0,0.2857142857142857,0.4285714285714285,0.2857142857142857,0.655193668603897,0.0,3.58351893845611,0.24554896277503252,-0.08115763447485524,0.7987471959635755
2019-06-08,0.962302103638649,-0.375,1.0,3.0,4.0,8.0,0.125,0.375,0.5,0.5611114725470543,-0.375,2.1972245773362196,-0.17483877510034088,-1.2872969650448738,-0.2178496051015963
2019-06-09,0.955954530659844,0.0,4.0,9.0,4.0,17.0,0.2352941176470588,0.5294117647058824,0.2352941176470588,0.6691681714618908,0.0,2.8903717578961645,0.30799127269789545,-0.08115763447485524,0.2904487954309894
2019-06-10,0.936273556947708,0.2,11.0,20.0,4.0,35.0,0.3142857142857143,0.5714285714285714,0.1142857142857142,0.7153914898633955,0.20000000000000007,3.58351893845611,0.5145310546579318,0.5621166751624882,0.7987471959635755
2019-06-11,0.925638255973657,0.0,6.0,12.0,6.0,24.0,0.25,0.5,0.25,0.6479467791815599,0.0,3.2188758248682006,0.21316766664703118,-0.08115763447485524,0.5313472604228624
2019-06-12,0.9805053384215744,0.1851851851851851,7.0,18.0,2.0,27.0,0.2592592592592592,0.6666666666666666,0.074074074074074,0.7419092924506576,0.18518518518518517,3.332204510175204,0.6330206255896048,0.5144667263004625,0.6144534045313554
2019-06-13,0.947114124491408,0.081081081081081,9.0,22.0,6.0,37.0,0.2432432432432432,0.5945945945945946,0.1621621621621621,0.6873042114683099,0.08108108108108111,3.6375861597263857,0.389028590616255,0.17962924781055428,0.8383957480513464
2019-06-14,0.9736362057072776,0.0357142857142857,6.0,17.0,5.0,28.0,0.2142857142857142,0.6071428571428571,0.1785714285714285,0.6922596297093799,0.0357142857142857,3.367295829986474,0.4111708997023563,0.03371277796038457,0.6401865564980662
2019-06-15,0.9490336974461874,-0.0833333333333333,2.0,7.0,3.0,12.0,0.1666666666666666,0.5833333333333334,0.25,0.6393235882123312,-0.0833333333333334,2.5649493574615367,0.1746366384955285,-0.3491885968237484,0.05181017685539133
2019-06-16,0.9562563583964392,0.0952380952380952,7.0,9.0,5.0,21.0,0.3333333333333333,0.4285714285714285,0.238095238095238,0.697950879448936,0.09523809523809532,3.091042453358316,0.43660112671629897,0.22516346535245133,0.43760454589480013
2019-06-17,0.923214769611756,0.1666666666666666,15.0,26.0,7.0,48.0,0.3125,0.5416666666666666,0.1458333333333333,0.6962503387282291,0.1666666666666667,3.8918202981106265,0.42900259589213524,0.45490429022293094,1.0248306200753463
2019-06-18,0.9376633298599114,0.0169491525423728,9.0,42.0,8.0,59.0,0.1525423728813559,0.711864406779661,0.135593220338983,0.6614490766646498,0.01694915254237289,4.0943445622221,0.2735000199820562,-0.026642862471690527,1.1733456287258048
2019-06-19,0.9440331079743124,-0.1212121212121212,4.0,21.0,8.0,33.0,0.1212121212121212,0.6363636363636364,0.2424242424242424,0.6244595392183823,-0.1212121212121212,3.5263605246161616,0.10821956710340706,-0.4710208524368814,0.7568318118335339
2019-06-20,0.9365657471321724,0.081081081081081,8.0,24.0,5.0,37.0,0.2162162162162162,0.6486486486486487,0.1351351351351351,0.6799203473168449,0.08108108108108111,3.6375861597263857,0.3560352499257593,0.17962924781055428,0.8383957480513464
2019-06-21,0.967417704022449,0.1739130434782608,18.0,18.0,10.0,46.0,0.391304347826087,0.391304347826087,0.217391304347826,0.7293663058591925,0.17391304347826098,3.8501476017100584,0.5769747637753104,0.47821133042718267,0.9942712157808973
2019-06-22,0.9614338278770448,0.44,13.0,10.0,2.0,25.0,0.52,0.4,0.08,0.8050036795139314,0.44,3.258096538021482,0.9149454504963013,1.3340458467272998,0.5601085773879774
2019-06-23,0.9453656946619352,0.25,8.0,14.0,2.0,24.0,0.3333333333333333,0.5833333333333334,0.0833333333333333,0.7367559862633546,0.25,3.2188758248682006,0.6099940932438824,0.7229352525718238,0.5313472604228624
2019-06-24,0.945437906956186,0.3265306122448979,21.0,23.0,5.0,49.0,0.4285714285714285,0.4693877551020408,0.1020408163265306,0.7597657185427995,0.3265306122448979,3.912023005428146,0.7128085438784058,0.9690861363616231,1.0396456609554483
2019-06-25,0.92522046821458,0.25,8.0,19.0,1.0,28.0,0.2857142857142857,0.6785714285714286,0.0357142857142857,0.722654327750206,0.25,3.367295829986474,0.5469836133540226,0.7229352525718238,0.6401865564980662
2019-06-26,0.9313271939754486,0.1458333333333333,18.0,19.0,11.0,48.0,0.375,0.3958333333333333,0.2291666666666666,0.695679035782814,0.1458333333333334,3.8918202981106265,0.4264498413548211,0.38789654963570774,1.0248306200753463
2019-06-27,0.9618727445602416,0.0363636363636363,14.0,29.0,12.0,55.0,0.2545454545454545,0.5272727272727272,0.2181818181818181,0.6842200121012599,0.03636363636363643,4.02535169073515,0.37524745402068244,0.03580133091375284,1.1227518050639418
2019-06-28,0.8874613617436361,0.0,11.0,37.0,11.0,59.0,0.1864406779661017,0.6271186440677966,0.1864406779661017,0.6212229532205452,0.0,4.0943445622221,0.09375752090236214,-0.08115763447485524,1.1733456287258048
2019-06-29,0.8833062537014484,0.0625,4.0,9.0,3.0,16.0,0.25,0.5625,0.1875,0.6370643775910139,0.0625,2.833213344056216,0.16454180140322922,0.11986558728681451,0.24853341130094786
