Date,Close,High,Low,Open,Volume,RSI,MACD,CCI,WILLR,SMA_50,SMA_200,EMA_50,EMA_200,Bollinger_Upper,Bollinger_Lower,ATR,OBV,CMF,Momentum,ROC,UO
2015-01-14,178.10299682617188,223.8939971923828,171.50999450683594,223.8939971923828,97638704,,,-273.13812519768254,-95.5729379323601,,,,,315.34377512654873,169.54261403360752,,-167042308.0,,-86.09201049804688,-32.58653953002042,
2015-01-15,209.843994140625,229.06700134277344,176.89700317382812,176.89700317382812,81773504,29.872703919965524,,-172.7140263456845,-73.43984852113044,,,,,297.6605395481131,161.2450512721994,26.239612859573377,-85268804.0,,-64.6300048828125,-23.546858759941667,
2015-01-16,208.0970001220703,221.59100341796875,199.77099609375,209.07000732421875,38421000,29.563244519441422,,-119.6235489666743,-74.52867880068297,,,,,276.5765563775625,159.30383302673437,25.769123775435073,-123689804.0,,-78.09199523925781,-27.2868616561104,
2015-01-17,199.25999450683594,211.7310028076172,194.875,207.83399963378906,23469700,27.98404145782275,,-108.58256227666752,-78.19150664768931,,,,,235.4956462712302,172.97034493970727,24.852387521566214,-147159504.0,,-95.07701110839844,-32.30209225974317,
2015-01-18,210.33900451660156,218.69500732421875,194.50599670410156,200.0500030517578,30085100,32.82856442371028,,-80.02007399124727,-69.48460516487285,,,,,225.50921876361198,176.74797728130991,24.786236314490445,-117074404.0,,-73.00999450683594,-25.76680869121293,
2015-01-19,214.86099243164062,216.72799682617188,207.3179931640625,211.4709930419922,18658300,34.75770825003415,,-60.31763119862011,-65.93081261048154,,,,,218.72475207687194,198.23564221023742,23.295119652287788,-98416104.0,,-75.5469970703125,-26.01409045249577,
2015-01-20,211.31500244140625,215.24099731445312,205.1529998779297,212.90699768066406,24051100,33.93467669826041,,-56.666298308238076,-68.71757654307204,,,,,219.2408036485661,198.30799395885577,22.046257877837217,-122467204.0,-0.23231560220875752,-63.480987548828125,-23.101133153756756,
2015-01-21,226.89700317382812,227.78799438476562,211.21200561523438,211.3780059814453,29924600,40.59173856021858,,-27.922854290590323,-54.832210581093186,,,,,230.2930916002161,194.77570722790892,21.540685240037845,-92542604.0,-0.1760161888602562,-38.76300048828125,-14.591206788351764,
2015-01-22,233.406005859375,237.0189971923828,226.4340057373047,227.32200622558594,33544600,43.1679316096039,,2.7161042763058383,-48.24922123467267,,,,,237.70346094057672,201.0237424285639,20.54895889036166,-58998004.0,-0.15817644491561583,-34.389984130859375,-12.841859257158205,
2015-01-23,232.87899780273438,234.84500122070312,225.1959991455078,233.51699829101562,24621700,43.005323848313594,,11.409380071474981,-47.375603082348924,,,,,242.2030021568605,205.54019852673323,19.580763665180637,-83619704.0,-0.09329846763179434,7.01800537109375,3.107223294973269,
2015-01-24,247.8470001220703,248.2100067138672,230.02200317382812,232.6999969482422,24782500,48.89358080984222,,60.648520635759375,-29.401263879467308,,,,,254.06649269359414,206.8711110661715,19.45916634106995,-58837204.0,-0.0174264700074397,69.74400329589844,39.15936538898805,
2015-01-25,253.71800231933594,255.07400512695312,243.88999938964844,247.3520050048828,33582700,51.03060900147379,,104.67638930675398,-18.357779651120765,,,,,259.150751772528,218.7480519384095,18.747981478487237,-25254504.0,-0.007103083851040777,43.87400817871094,20.907917025878366,
2015-01-26,273.4729919433594,309.3840026855469,254.07899475097656,254.07899475097656,106794000,57.47431043652894,-10.033327653151446,198.11832079442118,-26.04625136859734,,,,,278.2362073165758,218.2929919021742,21.875404353332982,81539496.0,-0.07359950575691754,65.37599182128906,31.41611449609524,
2015-01-27,263.4750061035156,275.4800109863281,250.6529998779297,273.1669921875,44399000,53.62817875276513,-7.529764048485987,121.41671957250013,-33.297789183385795,,,,,281.88450460686914,226.67229470953708,22.122164773743958,37140496.0,-0.08385422092629956,64.21501159667969,32.226745642350544,
2015-01-28,233.9149932861328,266.5350036621094,227.04600524902344,263.35101318359375,44352200,44.2085562902158,-7.840537015465401,45.2865052690912,-56.96333200808783,,,,,281.45432953732586,227.51686797243977,23.556605773558847,-7211704.0,-0.09737830958213793,23.57598876953125,11.208567247769043,48.7152340931647
2015-01-29,233.51300048828125,238.70599365234375,220.71200561523438,233.34800720214844,32213400,44.09512591385668,-8.026737061611612,-0.8930283276443527,-66.04484605131468,,,,,283.41599024075447,219.8216074154955,23.10222709653111,-39425104.0,-0.09895962289627727,18.652008056640625,8.680965235034405,49.45309790460576
2015-01-30,226.4250030517578,242.8509979248047,225.83900451660156,232.77200317382812,26605200,42.04658909429742,-8.646571798552998,-4.390179320869922,-72.21486734996803,,,,,283.52505792720314,208.79534002201564,22.609800670677945,-66030304.0,-0.11129533214350519,15.110000610351562,7.150462785784122,45.438322806028836
2015-01-31,217.46400451660156,233.50399780273438,216.3090057373047,226.4409942626953,23348200,39.54529073729992,-9.748498363934857,-51.79694436236267,-80.01531484085118,,,,,265.88085207504275,204.03595090347292,22.176074336038727,-89378504.0,-0.11489334924115852,-9.432998657226562,-4.157392352158942,40.2212621679113
2015-02-01,226.9720001220703,231.57400512695312,212.01499938964844,216.86700439453125,29128500,43.39316481484986,-9.742264560718752,-54.78806910376606,-79.06668874287556,,,,,239.63576061093625,215.67983997500124,21.968249208455216,-60250004.0,-0.08932752805386042,-6.4340057373046875,-2.7565724856202363,41.32982709503654
2015-02-02,238.22900390625,242.1750030517578,222.65899658203125,226.49099731445312,30612100,47.64220271375621,-8.728362965036865,-12.669779371217077,-68.26663551403239,,,,,242.61216473994722,214.42904009403713,21.775055372770986,-29637904.0,-0.0023999789687764277,5.350006103515625,2.2973330158555014,44.92413996658065
2015-02-03,227.26800537109375,245.95700073242188,224.48300170898438,237.45399475097656,40783700,44.16587611823496,-8.708908743702722,-32.194104380928685,-83.64503093039883,,,,,240.44916398515437,214.09404280195503,21.751510545405015,-70421604.0,0.05523975076357475,-20.578994750976562,-8.303104229964832,40.47660075031206
2015-02-04,226.85299682617188,230.05799865722656,221.11300659179688,227.51100158691406,26594300,44.03486233620784,-8.627526103862579,-70.85906513873367,-84.76106673144052,,,,,240.51720192098884,214.19720237588615,20.756690023232185,-97015904.0,0.039310934884770284,-26.865005493164062,-10.58852948847953,44.42725740487467
2015-02-05,217.11099243164062,239.40499877929688,214.72500610351562,227.6649932861328,22516400,40.96302562253548,-9.242585342254046,-77.23653962921237,-94.76630871273709,,,,,240.6602012864052,213.91299817648542,21.059561666968964,-119532304.0,0.02671869201043969,-56.36199951171875,-20.609713270476163,37.34588960929723
2015-02-06,222.26600646972656,230.50999450683594,216.23199462890625,216.92300415039062,24435300,43.22018222969008,-9.207914561975457,-75.69714556583298,-89.47200162979388,,,,,240.323802389483,212.3669996124701,20.539040928470882,-95097004.0,0.0378220767151642,-41.20899963378906,-15.640572608089675,39.78390589430661
2015-02-07,227.75399780273438,230.2989959716797,222.60699462890625,222.63299560546875,21604200,45.604524646624334,-8.638028863546026,-49.96175617660271,-83.83571991051805,,,,,232.40214109553656,216.0986584650103,19.58422138504217,-73492804.0,0.03530057877585283,-6.1609954833984375,-2.633860872638505,43.06387670645015
2015-02-08,223.41200256347656,229.43800354003906,221.07699584960938,227.6929931640625,17145200,44.0291791043897,-8.439468134705379,-57.52119206206789,-88.2950397066371,,,,,231.05214173534802,215.906256702152,18.73153992795477,-90638004.0,0.006906120603487741,-10.100997924804688,-4.325668336959081,38.4631182770047
2015-02-09,220.11000061035156,223.9770050048828,217.0189971923828,223.38900756835938,27791300,42.81784114196811,-8.45113190028232,-88.89774972477687,-87.24493856213739,,,,,229.20518617257568,215.0560137785962,17.841096300419377,-118429304.0,-0.005814232938673633,-6.31500244140625,-2.7890040217699466,33.89467532696639
2015-02-10,219.83900451660156,221.8070068359375,215.33200073242188,220.28199768066406,21115100,42.71397711937333,-8.385578904719722,-107.87182745463075,-85.64929472886125,,,,,228.41231621212972,216.94008857302651,16.98506528107203,-139544404.0,-0.03398487701709568,2.375,1.092134767443174,38.70381539055422
2015-02-11,219.18499755859375,223.406005859375,218.07400512695312,219.73199462890625,17201900,42.44637778521714,-8.290829062627495,-89.37802590836974,-78.87573541543132,,,,,228.46315480210296,215.65684641860014,16.110818174046912,-156746304.0,-0.0671819821344923,-7.7870025634765625,-3.430820788153847,37.64559605441202
2015-02-12,221.76400756835938,222.19900512695312,217.61399841308594,219.20799255371094,15206200,43.937933439443604,-7.916379481147942,-76.37028844369992,-71.27745037701911,,,,,223.92670362643747,217.79730150051563,15.249214882930348,-141540104.0,-0.07178354056375175,-16.464996337890625,-6.911415515287163,45.98258377319765
2015-02-13,235.427001953125,240.25900268554688,221.26199340820312,221.968994140625,42744400,51.159399022307646,-6.4428666731568,125.64517132289627,-31.023505870960697,,,,,235.54523553073972,210.98476935207276,15.52844976640732,-98795704.0,-0.07410400371768838,8.15899658203125,3.5900330839393173,53.82835463902071
2015-02-14,257.3210144042969,259.8080139160156,235.5279998779297,235.5279998779297,49732500,60.04173204827421,-3.4684511816382724,264.64787342391077,-5.203688313794652,,,,,259.8472966298172,201.56711377057343,16.185998953349724,-49063204.0,-0.05107028484971577,30.468017578125,13.43073179741654,61.9578708017484
2015-02-15,234.8249969482422,265.6109924316406,227.6840057373047,257.5069885253906,56552400,49.98319096161852,-2.8930962639043116,131.24403441431505,-60.49994842368385,,,,,260.76512931770463,206.6436780553423,17.796284400400342,-105615604.0,-0.06072409518700821,17.714004516601562,8.158962527970102,50.67590238405666
2015-02-16,233.84300231933594,239.52099609375,229.02200317382812,234.8249969482422,28153700,49.592631564409125,-2.487685614835698,52.9972534542752,-62.42974226235313,,,,,259.64188604613196,213.63012323121174,17.257219530634078,-133769304.0,-0.06866211735624166,11.576995849609375,5.208621882170814,49.552971798412955
2015-02-17,243.61000061035156,245.77499389648438,232.31399536132812,233.4219970703125,27363100,53.48565241728961,-1.3625727285062226,97.0497783311131,-43.23585609488123,,,,,258.7500405745437,223.26036591959695,16.97746895533488,-106406204.0,0.011078448734492308,15.856002807617188,6.9618987857901935,52.938456625182944
2015-02-18,236.3260040283203,244.25100708007812,232.33999633789062,243.77999877929688,25200800,50.361822040416044,-1.046605690449951,61.60849823244698,-57.55020294680683,,,,,258.71705429926766,223.6529530249511,16.604955345181683,-131607004.0,-0.027044650132663644,12.91400146484375,5.780352584760785,51.81317081039035
2015-02-19,240.2830047607422,242.6719970703125,235.5919952392578,236.41000366210938,18270500,52.00186633459971,-0.4714678592958421,65.42303690637405,-50.37489180852446,241.69314025878907,,241.69314025878907,,245.07671700282788,230.47808646396902,15.906094295787577,-113336504.0,0.026867713424393935,20.173004150390625,9.164964833243433,53.10739601577257
2015-02-20,243.7790069580078,247.1009979248047,239.2989959716797,240.25100708007812,23876700,53.46475736862377,0.26339492283523214,82.59218037218952,-43.42168515279125,240.2837405395508,,241.77493895287608,,247.46086951866232,231.67553795204083,15.312637201696056,-89459804.0,0.06881136928739638,23.94000244140625,10.88978841313775,51.55289881324946
2015-02-21,244.53399658203125,255.32000732421875,243.1840057373047,243.7519989013672,12284200,53.79229109968234,0.8963675577849699,98.0980648672897,-41.92008458661448,238.87378021240235,,241.88313729127435,,247.83106826928065,235.58173690650062,15.080432506125403,-77175604.0,0.02544980315371988,25.3489990234375,11.565115909295328,42.04357068379102
2015-02-22,235.9770050048828,246.39199829101562,233.8509979248047,244.54400634765625,19527000,49.53664554739161,0.699462259266113,29.18562960961257,-58.93910443557736,237.97168029785155,,241.65152426043548,,247.3597309865666,232.99987594702714,14.8951152214222,-96702604.0,-0.03189518199252981,14.212997436523438,6.409064118370174,44.8314325116534
2015-02-23,238.89199829101562,240.10899353027344,232.42100524902344,235.9949951171875,16400000,50.95994885649377,0.7697557233173029,9.583385844811568,-53.14146771372141,237.4656201171875,,241.54330755575236,,247.01306597306368,234.3729386656082,14.369981362197722,-80302604.0,0.047205384638337296,3.464996337890625,1.471792236720802,47.788273912332876
2015-02-24,238.73500061035156,239.9010009765625,236.40199279785156,238.9980010986328,14200400,50.87671868342056,0.8035327736369879,10.169655940967754,-55.99515630270374,236.7508401489258,,241.433177871619,,246.90201576275925,233.86478721575637,13.579022861365445,-94503004.0,0.042786047312749535,-18.586013793945312,-7.222889990921376,43.766634118933084
2015-02-25,237.47000122070312,239.33999633789062,235.52999877929688,238.88999938964844,11496200,50.16576547171547,0.71992757373161,-16.95987004310084,-58.63073675001136,235.77646026611328,,241.27775917942623,,244.92590695017734,233.3172937334164,12.869184935549978,-105999204.0,0.0812226645602297,2.6450042724609375,1.126372535647865,45.72377825679702
2015-02-26,236.42599487304688,237.7100067138672,234.2570037841797,237.33700561523438,13619400,49.5503531496309,0.5629380637507779,-64.06237399534497,-65.80756770444832,234.61824005126954,,241.0874939125094,,239.85572263976633,235.14427736023367,12.18582828804077,-119618604.0,0.09822254448778238,2.5829925537109375,1.104584070548155,44.250579073735494
2015-02-27,253.8280029296875,256.65301513671875,236.43600463867188,236.43600463867188,44013900,58.65499218058727,1.8217197107200036,129.5960220738168,-31.067560407357142,234.02782012939454,,241.5871217171046,,253.95396695258566,228.1864322173362,12.768731509977837,-75604704.0,0.1424630956390089,10.218002319335938,4.194410038067112,52.34601425821213
2015-02-28,254.26300048828125,254.69200134277344,249.47900390625,253.52000427246094,13949300,58.85488400422309,2.821884969165268,181.60425995380524,-29.92062626755977,233.3049203491211,,242.08421500224878,,260.3811785242736,227.90762152455454,12.221599515352146,-61655404.0,0.18192076871530605,17.936996459960938,7.5899376937848295,58.659226403196975
2015-03-01,260.2019958496094,261.6600036621094,245.93299865722656,254.2830047607422,25213700,61.585601888047876,4.047098007093979,167.91954694259914,-4.467209359297309,233.01304046630858,,242.7947162119492,,267.74499202848546,229.13060611604575,12.475186212516391,-36441704.0,0.2305118863796689,19.918991088867188,8.289804394905579,72.08476440151118
2015-03-02,275.6700134277344,276.3009948730469,258.31298828125,260.35699462890625,40465700,67.61423738091904,6.194817909058401,226.67221688447455,-1.4344725767084787,233.2132406616211,,244.08394355374472,,281.30338134489676,230.852221682447,12.873628750677302,4023996.0,0.27879099441600164,31.891006469726562,13.081933045703133,75.71816018360842
2015-03-03,281.7019958496094,285.7959899902344,268.1610107421875,275.0459899902344,50461300,69.61672427190203,8.288092009390226,207.7886462662842,-7.658625087489135,233.4913607788086,,245.55916129083747,,288.0386329033665,242.22737051460223,13.217467084018692,54485296.0,0.3294404021229073,37.167999267578125,15.199522269742877,75.49039025774997
2015-03-04,273.0920104980469,284.2250061035156,268.1260070800781,281.989990234375,41383000,63.57413542386724,9.146833945885817,142.16290385886657,-23.8013735344054,234.43598114013673,,246.63888086759079,,289.32605595465594,248.64555049065663,13.425391939045994,13102296.0,0.26543539107943626,37.11500549316406,15.728229745265256,70.55227783574138
2015-03-05,276.1780090332031,281.6669921875,264.7690124511719,272.739013671875,41302400,64.75496018770157,9.961576554823495,110.34249392656292,-18.01964160489059,236.39748138427734,,247.79727805055597,,287.68161697297387,259.0559928903074,13.675783474017498,54404696.0,0.25471594108511536,37.2860107421875,15.607894366041549,70.5733874479551
2015-03-06,272.7229919433594,277.6080017089844,270.0150146484375,275.6000061035156,28918900,62.319188700609175,10.210771519846105,88.16514239253429,-24.492743389547634,237.65506134033203,,248.77475702674434,,282.3083987794961,269.43760952128514,13.237478958305928,25485796.0,0.17775209206617032,33.98799133300781,14.236702304276239,67.33268859221818
2015-03-07,276.260986328125,277.85400390625,270.13299560546875,272.29400634765625,17825900,63.819992023807906,10.571880841997853,79.44986844956367,-17.86418058635505,239.01834106445312,,249.85264837189652,,282.42904651887477,269.5533509420627,12.840231257761516,43311696.0,0.2801220323172036,38.790985107421875,16.335109659333256,68.50922222121217
2015-03-08,274.35400390625,277.8580017089844,272.56500244140625,276.4330139160156,22067900,62.37784954224538,10.58220002265665,68.75428148294253,-21.436982398142014,240.52022125244142,,250.81348584383198,,277.49830472347594,271.54489596011786,12.297062454654766,21243796.0,0.27392437929032426,37.928009033203125,16.04223302668949,66.18514056521113
2015-03-09,289.60699462890625,292.70098876953125,273.89300537109375,274.81201171875,59178200,68.50768729261912,11.686452771445602,100.58672701704384,-5.293947942462307,242.1055810546875,,252.3347999138349,,289.8928170773862,265.7563772585513,12.765395476029699,80421996.0,0.29696110618829624,35.77899169921875,14.095762203640641,65.25744583280901
2015-03-10,291.760009765625,300.04400634765625,289.7430114746094,289.86199951171875,67770800,69.268821668209,12.590179605232777,125.59207519735621,-12.592147778792917,243.64356140136718,,253.8808865746894,,297.06494564341773,264.8170489854885,12.59799794785634,148192796.0,0.21874638390115358,37.49700927734375,14.747332173904693,59.41047379299448
2015-03-11,296.3789978027344,297.3909912109375,290.50799560546875,291.5249938964844,33963900,70.89408052962672,13.52321614628579,126.08502439299616,-5.57102224164352,245.34484130859374,,255.54747917186765,,303.1959437777204,268.1484531949358,12.187313104819845,182156696.0,0.24316976329835466,36.177001953125,13.903429846877291,64.44482731931599
2015-03-12,294.35400390625,297.0880126953125,292.4129943847656,296.12701416015625,32585200,69.16703396624678,13.938578981336718,125.67529542553429,-8.945419268850507,246.69398132324218,,257.06930367125517,,304.9159979455104,273.66560605839584,11.647706577105497,149571496.0,0.22472544538949982,18.683990478515625,6.777665167928592,62.4291411121546
2015-03-13,285.3370056152344,294.49798583984375,285.3370056152344,294.1180114746094,31421500,61.932125961745655,13.385856792063862,71.95064029859414,-27.179314080715265,247.73260131835937,,258.17784100239163,,299.1598329130607,283.81497177443924,11.469157191896384,118149996.0,0.18290318395201244,3.635009765625,1.2903741610569213,57.06091942419266
2015-03-14,281.885009765625,286.3420104980469,280.97601318359375,284.4419860839844,22612300,59.37173343770042,12.524894076943156,24.904162622774557,-33.55878472254533,248.7127215576172,,259.10753389506743,,300.9093881313572,278.9766226108303,11.031107473935329,95537696.0,0.1787540174487441,8.792999267578125,3.2197936701048278,52.168365355638564
2015-03-15,286.39300537109375,286.52899169921875,280.9960021972656,281.42498779296875,11970100,61.60413792822622,12.067228988587487,25.162114881727707,-32.711881015794454,249.48364166259765,,260.1775523843234,,299.96435951793995,277.774849466435,10.636620549835698,107507796.0,0.18030066635549546,10.214996337890625,3.6987001150633034,55.75777595149869
2015-03-16,290.5929870605469,294.11199951171875,285.68499755859375,285.68499755859375,21516100,63.61032473766909,11.906182470218653,65.46963968538205,-26.79240516623107,250.22114135742189,,261.370314528489,,296.3726777146385,279.0521269728615,10.478132492361,129023896.0,0.17632933010863114,17.8699951171875,6.552434391339781,48.40178984291567
2015-03-17,285.5050048828125,292.364990234375,284.3739929199219,290.5950012207031,21497200,59.55095555809167,11.23844451178877,34.12726578114813,-41.21617003679413,250.46178161621094,,262.3167729737566,,291.51763526482927,280.3675698132957,10.29979228123799,107526696.0,0.1492361895690753,9.2440185546875,3.346117987035654,46.50578440394217
2015-03-18,256.29901123046875,285.33599853515625,249.8699951171875,285.0669860839844,57008000,42.70430176035273,8.257391694464047,-165.3351969558955,-87.18656141772226,250.31826171875,,262.0807823171571,,304.6067992125068,255.66320811171198,12.1159537443445,50518696.0,0.08164896151246032,-18.05499267578125,-6.5809109467018585,35.836817916805394
2015-03-19,260.9280090332031,264.2439880371094,248.63600158691406,255.8800048828125,52732000,45.34346749505199,6.196972454960871,-172.8523386164203,-76.08931234834488,250.8585220336914,,262.0355755217079,,304.6014878366744,247.28571919457565,12.366216752900735,103250696.0,0.07862312310631697,-28.678985595703125,-9.902725461604103,41.07273559518916
2015-03-20,261.7489929199219,264.8479919433594,259.1619873046875,260.95599365234375,18456700,45.82013430562538,4.577554700388021,-124.04976874416961,-74.49231614018686,251.42324188232422,,262.0243369883046,,299.26262456046925,242.76697749031197,11.887580998598462,121707396.0,0.05904884953964713,-30.011016845703125,-10.286199561691612,43.77254513565504
2015-03-21,260.0249938964844,262.1960144042969,255.64999389648438,261.6440124511719,17130100,44.933929095327265,3.1190872531932996,-117.70722120255783,-77.84587757767339,252.09524169921875,,261.94593137686064,,285.83948253539626,243.96292224975997,11.504943987889282,104577296.0,0.03834113982965046,-36.35400390625,-12.26605264737642,45.82686247442677
2015-03-22,267.9599914550781,269.74700927734375,259.5899963378906,259.9169921875,18438100,49.75116995148452,2.573859431681342,-72.0454222557416,-62.410542953184475,253.10516143798827,,262.18177687012405,,268.94407276795175,253.8403266461107,11.408406204912252,123015396.0,0.0011806565668203335,-26.394012451171875,-8.96675842723655,47.63407953372358
2015-03-23,266.739990234375,277.2969970703125,261.7449951171875,267.8949890136719,22811900,49.04082356201362,2.020032870934358,-48.720694627319936,-64.78371659876969,253.90052124023438,,262.36053033538883,,269.9391241483347,257.02166686729026,11.705110770264378,100203496.0,-0.05370266789083088,-18.597015380859375,-6.517561695427866,43.759620703171166
2015-03-24,245.59500122070312,267.00299072265625,244.15499877929688,266.5769958496094,40073700,38.72150555230039,-0.12367689565246565,-110.66895215189754,-97.29505852031343,254.04784118652344,,261.70305860540117,,276.37615958299506,244.45142830762993,12.502862002056991,60129796.0,-0.08379936258210073,-36.290008544921875,-12.874046965142071,39.20832661202413
2015-03-25,246.19700622558594,249.19000244140625,236.51499938964844,247.4720001220703,35866900,39.114318446070726,-1.7537889699887614,-130.17872666663888,-84.01597294313217,254.42642120361327,,261.0949781199182,,276.70355814549737,237.90323506739318,12.515184054926939,95996696.0,-0.07748423598829028,-40.19599914550781,-14.035258680086773,47.02218596185545
2015-03-26,248.53199768066406,254.35400390625,244.90499877929688,246.2760009765625,25730000,40.70208606505651,-2.8246889808729065,-96.31920432776543,-79.27495800628057,254.8600012207031,,260.6023122203396,,275.2743881747273,234.73520655183523,12.295736947728535,121726696.0,-0.07420616057120948,-42.06098937988281,-14.47419285831531,43.029580938420494
2015-03-27,247.0290069580078,256.8110046386719,245.21299743652344,248.5659942626953,17274900,39.97937703847609,-3.751419713932819,-85.82986042006954,-81.74556392507226,255.45836151123046,,260.07002573946386,,266.861676124319,234.7755248034154,12.245807347364348,104451796.0,-0.10971788254939792,-38.47599792480469,-13.47647055805464,40.60172030038739
2015-03-28,252.79800415039062,254.2050018310547,246.97500610351562,246.97500610351562,16040900,44.08345719168375,-3.974534675041184,-69.20364192175795,-71.72942214658366,256.0690014648437,,259.7848484222453,,253.1898107782932,242.87059571584743,11.886922636622474,120492696.0,-0.08362084330238778,-3.501007080078125,-1.3659854024680398,42.040802456529086
2015-03-29,242.71299743652344,253.13900756835938,240.85000610351562,252.74000549316406,21699400,39.055843455953045,-4.90854796163066,-93.28473625565692,-89.23902627959956,256.36818145751954,,259.1153640698641,,254.02392985005932,240.88367513040944,11.915688136087883,98793296.0,-0.18243147898696296,-18.215011596679688,-6.980857158328996,35.995665072259854
2015-03-30,247.5260009765625,249.24200439453125,239.21400451660156,242.87899780273438,23009600,42.43030776036007,-5.200443582270282,-87.70346271829679,-80.28468506373312,256.85046142578125,,258.6608792426758,,254.1713080218774,241.267894858982,11.780654564278933,121802896.0,-0.09347544061822328,-14.222991943359375,-5.433828716854197,39.57130280132492
2015-03-31,244.2239990234375,248.72999572753906,242.73899841308594,247.45399475097656,22672000,40.76274562790016,-5.633279981228384,-81.79362179831791,-84.20966434789077,257.33274139404296,,258.09472707721545,,253.77916492837292,239.93683848959583,11.36654179329022,99130896.0,-0.16220571724782523,-15.800994873046875,-6.076721562903769,44.74362306769094
2015-04-01,247.27200317382812,247.54100036621094,241.16000366210938,244.22300720214844,22877200,42.99004923375033,-5.665054264925345,-73.1698588707397,-73.6231563043811,257.8814013671875,,257.6703065319846,,253.83529320233762,239.97790870195925,11.009979038238233,122008096.0,-0.11439638679682557,-20.68798828125,-7.720551179640643,46.607179402575134
2015-04-02,253.0050048828125,254.46099853515625,245.41600036621094,247.08900451660156,26272600,47.02472741630109,-5.168056154114538,-15.327478270139526,-59.56547881178842,258.55780151367185,,257.4873535261347,,254.01803925235873,239.87796294490687,10.869457709238816,148280696.0,-0.02006298109192564,-13.7349853515625,-5.149203664397699,50.07961956026795
2015-04-03,254.32200622558594,256.0429992675781,251.87899780273438,253.07400512695312,23146600,47.93628109961184,-4.614715006857864,25.125025594137323,-56.33610943884604,259.2089614868164,,257.3632222594465,,256.85761824430347,241.6819874685872,10.389972001455284,171427296.0,0.016695279415332744,8.727005004882812,3.553413123844617,54.97124509396068
2015-04-04,253.69700622558594,255.25799560546875,251.10000610351562,254.29100036621094,12493500,47.51840323023577,-4.178453823031589,23.85267160493893,-57.868648391189545,259.5743615722656,,257.21944908164807,,258.54945983958396,242.45854797291605,9.944377742776012,158933796.0,0.0006767132014752597,7.5,3.0463408613213936,53.262355392321986
2015-04-05,260.5979919433594,260.67498779296875,251.94200134277344,253.76100158691406,19649200,52.44757031740455,-3.238530059664015,99.75159869048426,-40.9470013159032,259.63990112304685,,257.3519409585779,,262.2518329188756,245.3057720615931,9.857768096321049,178582996.0,0.0312810966425657,12.065994262695312,4.854905756722228,64.16645333342969
2015-04-06,255.49200439453125,261.7980041503906,254.5749969482422,260.72100830078125,20034200,48.79580943144764,-2.8725314733462426,127.51942187136005,-37.755804252222525,260.05324127197264,,257.2790022697918,,260.8503801101905,249.9952253585595,9.669405902939026,158548796.0,0.032275338265647525,8.462997436523438,3.425912422488122,57.10627099503165
2015-04-07,253.17999267578125,255.80499267578125,252.2050018310547,255.2740020751953,18467400,47.193472453709575,-2.737479026036368,60.83577811338829,-34.08618380672406,260.4399810791016,,257.1182567955169,,260.82448057600794,250.09112000992957,9.23552336330891,140081396.0,0.09359572666351894,0.381988525390625,0.15110424889406104,60.78109881953641
