Date,Close,High,Low,Open,Volume,RSI,MACD,CCI,WILLR,SMA_50,SMA_200,EMA_50,EMA_200,Bollinger_Upper,Bollinger_Lower,ATR,OBV,CMF,Momentum,ROC,UO,cluster
2015-02-10,219.8390045166016,221.8070068359375,215.33200073242188,220.2819976806641,21115100,42.71397711937333,-8.385578904719722,-107.87182745463076,-85.64929472886125,,,,,228.41231621212967,216.9400885730265,16.98506528107203,-139544404.0,-0.0339848770170956,2.375,1.092134767443174,38.70381539055422,3_4
2015-02-11,219.18499755859372,223.406005859375,218.07400512695312,219.73199462890625,17201900,42.44637778521714,-8.290829062627495,-89.37802590836974,-78.87573541543132,,,,,228.46315480210296,215.6568464186001,16.110818174046912,-156746304.0,-0.0671819821344923,-7.787002563476562,-3.430820788153847,37.64559605441202,4_4
2015-02-12,221.76400756835935,222.19900512695312,217.61399841308597,219.2079925537109,15206200,43.9379334394436,-7.916379481147942,-76.37028844369992,-71.27745037701911,,,,,223.92670362643747,217.79730150051563,15.249214882930348,-141540104.0,-0.0717835405637517,-16.464996337890625,-6.911415515287163,45.98258377319765,3_1
2015-02-13,235.427001953125,240.25900268554688,221.26199340820312,221.968994140625,42744400,51.159399022307646,-6.4428666731568,125.64517132289627,-31.023505870960697,,,,,235.5452355307397,210.9847693520728,15.52844976640732,-98795704.0,-0.0741040037176883,8.15899658203125,3.5900330839393173,53.82835463902071,1_8
2015-02-14,257.3210144042969,259.8080139160156,235.5279998779297,235.5279998779297,49732500,60.04173204827421,-3.4684511816382724,264.6478734239108,-5.203688313794652,,,,,259.8472966298172,201.56711377057343,16.185998953349724,-49063204.0,-0.0510702848497157,30.468017578125,13.43073179741654,61.9578708017484,0_6
2015-02-15,234.8249969482422,265.6109924316406,227.6840057373047,257.5069885253906,56552400,49.98319096161852,-2.893096263904312,131.24403441431505,-60.49994842368385,,,,,260.76512931770463,206.6436780553423,17.796284400400342,-105615604.0,-0.0607240951870082,17.714004516601562,8.158962527970102,50.67590238405666,1_0
2015-02-16,233.84300231933597,239.52099609375,229.02200317382807,234.8249969482422,28153700,49.592631564409125,-2.487685614835698,52.9972534542752,-62.42974226235313,,,,,259.641886046132,213.6301232312117,17.257219530634078,-133769304.0,-0.0686621173562416,11.576995849609377,5.208621882170814,49.55297179841296,1_0
2015-02-17,243.6100006103516,245.7749938964844,232.31399536132807,233.4219970703125,27363100,53.48565241728961,-1.3625727285062226,97.0497783311131,-43.23585609488123,,,,,258.7500405745437,223.26036591959692,16.97746895533488,-106406204.0,0.0110784487344923,15.856002807617188,6.9618987857901935,52.938456625182944,2_7
2015-02-18,236.3260040283203,244.25100708007807,232.33999633789065,243.77999877929688,25200800,50.36182204041605,-1.046605690449951,61.60849823244698,-57.55020294680683,,,,,258.71705429926766,223.6529530249511,16.604955345181683,-131607004.0,-0.0270446501326636,12.91400146484375,5.780352584760785,51.81317081039035,1_0
2015-02-19,240.2830047607422,242.6719970703125,235.5919952392578,236.41000366210935,18270500,52.00186633459971,-0.4714678592958421,65.42303690637405,-50.37489180852446,241.69314025878907,,241.69314025878907,,245.07671700282788,230.47808646396905,15.906094295787575,-113336504.0,0.0268677134243939,20.173004150390625,9.164964833243433,53.10739601577257,0_0
2015-02-20,243.7790069580078,247.1009979248047,239.2989959716797,240.25100708007807,23876700,53.46475736862377,0.2633949228352321,82.59218037218952,-43.42168515279125,240.2837405395508,,241.77493895287608,,247.46086951866232,231.67553795204083,15.312637201696056,-89459804.0,0.0688113692873963,23.94000244140625,10.88978841313775,51.55289881324946,1_4
2015-02-21,244.53399658203125,255.32000732421875,243.1840057373047,243.7519989013672,12284200,53.79229109968234,0.8963675577849699,98.0980648672897,-41.92008458661448,238.87378021240235,,241.88313729127435,,247.83106826928065,235.58173690650065,15.080432506125405,-77175604.0,0.0254498031537198,25.3489990234375,11.565115909295328,42.04357068379102,2_9
2015-02-22,235.9770050048828,246.3919982910156,233.8509979248047,244.54400634765625,19527000,49.53664554739161,0.699462259266113,29.18562960961257,-58.93910443557736,237.97168029785155,,241.65152426043548,,247.3597309865666,232.99987594702716,14.8951152214222,-96702604.0,-0.0318951819925298,14.212997436523438,6.409064118370174,44.8314325116534,1_0
2015-02-23,238.8919982910156,240.10899353027344,232.42100524902344,235.9949951171875,16400000,50.95994885649377,0.7697557233173029,9.583385844811568,-53.14146771372141,237.4656201171875,,241.5433075557524,,247.01306597306368,234.3729386656082,14.369981362197722,-80302604.0,0.0472053846383372,3.464996337890625,1.471792236720802,47.78827391233288,0_2
2015-02-24,238.7350006103516,239.9010009765625,236.4019927978516,238.9980010986328,14200400,50.87671868342056,0.8035327736369879,10.169655940967754,-55.99515630270374,236.7508401489258,,241.433177871619,,246.90201576275925,233.8647872157564,13.579022861365443,-94503004.0,0.0427860473127495,-18.586013793945312,-7.222889990921376,43.76663411893309,1_3
2015-02-25,237.47000122070312,239.33999633789065,235.52999877929688,238.88999938964844,11496200,50.16576547171547,0.71992757373161,-16.95987004310084,-58.63073675001136,235.77646026611328,,241.27775917942623,,244.9259069501773,233.3172937334164,12.869184935549978,-105999204.0,0.0812226645602297,2.645004272460937,1.126372535647865,45.72377825679702,1_3
2015-02-26,236.42599487304688,237.7100067138672,234.2570037841797,237.3370056152344,13619400,49.5503531496309,0.5629380637507779,-64.06237399534497,-65.80756770444832,234.61824005126957,,241.0874939125094,,239.85572263976636,235.14427736023367,12.18582828804077,-119618604.0,0.0982225444877823,2.582992553710937,1.104584070548155,44.25057907373549,1_3
2015-02-27,253.8280029296875,256.65301513671875,236.43600463867188,236.43600463867188,44013900,58.65499218058727,1.821719710720004,129.5960220738168,-31.067560407357146,234.0278201293945,,241.5871217171046,,253.9539669525857,228.1864322173362,12.768731509977837,-75604704.0,0.1424630956390089,10.218002319335938,4.194410038067112,52.34601425821213,3_7
2015-02-28,254.26300048828125,254.69200134277344,249.47900390625,253.5200042724609,13949300,58.85488400422309,2.821884969165268,181.60425995380524,-29.92062626755977,233.3049203491211,,242.0842150022488,,260.3811785242736,227.90762152455451,12.221599515352146,-61655404.0,0.181920768715306,17.936996459960938,7.589937693784829,58.659226403196975,7_4
2015-03-01,260.2019958496094,261.6600036621094,245.93299865722656,254.2830047607422,25213700,61.58560188804788,4.047098007093979,167.91954694259914,-4.467209359297309,233.01304046630855,,242.7947162119492,,267.74499202848546,229.13060611604573,12.475186212516393,-36441704.0,0.2305118863796689,19.918991088867188,8.289804394905579,72.08476440151118,8_7
2015-03-02,275.6700134277344,276.3009948730469,258.31298828125,260.35699462890625,40465700,67.61423738091904,6.194817909058401,226.67221688447452,-1.4344725767084787,233.2132406616211,,244.08394355374472,,281.3033813448968,230.852221682447,12.873628750677302,4023996.0,0.2787909944160016,31.89100646972656,13.081933045703131,75.71816018360842,5_6
2015-03-03,281.7019958496094,285.7959899902344,268.1610107421875,275.0459899902344,50461300,69.61672427190203,8.288092009390226,207.7886462662842,-7.658625087489135,233.4913607788086,,245.5591612908375,,288.0386329033665,242.22737051460223,13.217467084018692,54485296.0,0.3294404021229073,37.167999267578125,15.199522269742875,75.49039025774997,5_6
2015-03-04,273.0920104980469,284.2250061035156,268.1260070800781,281.989990234375,41383000,63.57413542386724,9.146833945885817,142.16290385886657,-23.8013735344054,234.43598114013676,,246.6388808675908,,289.32605595465594,248.64555049065663,13.425391939045994,13102296.0,0.2654353910794362,37.11500549316406,15.728229745265256,70.55227783574138,8_6
2015-03-05,276.1780090332031,281.6669921875,264.7690124511719,272.739013671875,41302400,64.75496018770157,9.961576554823496,110.34249392656292,-18.01964160489059,236.3974813842773,,247.797278050556,,287.68161697297387,259.0559928903074,13.675783474017498,54404696.0,0.2547159410851153,37.2860107421875,15.607894366041547,70.5733874479551,8_6
2015-03-06,272.7229919433594,277.6080017089844,270.0150146484375,275.6000061035156,28918900,62.319188700609175,10.210771519846103,88.16514239253429,-24.492743389547638,237.65506134033205,,248.77475702674437,,282.3083987794961,269.43760952128514,13.237478958305928,25485796.0,0.1777520920661703,33.98799133300781,14.23670230427624,67.33268859221818,8_5
2015-03-07,276.260986328125,277.85400390625,270.13299560546875,272.29400634765625,17825900,63.81999202380791,10.571880841997851,79.44986844956367,-17.86418058635505,239.01834106445312,,249.8526483718965,,282.4290465188748,269.5533509420627,12.840231257761516,43311696.0,0.2801220323172036,38.79098510742188,16.335109659333256,68.50922222121217,8_6
2015-03-08,274.35400390625,277.8580017089844,272.56500244140625,276.4330139160156,22067900,62.37784954224538,10.58220002265665,68.75428148294253,-21.43698239814201,240.52022125244144,,250.813485843832,,277.49830472347594,271.54489596011786,12.297062454654766,21243796.0,0.2739243792903242,37.928009033203125,16.04223302668949,66.18514056521113,8_5
2015-03-09,289.60699462890625,292.70098876953125,273.8930053710937,274.81201171875,59178200,68.50768729261912,11.686452771445602,100.58672701704384,-5.293947942462307,242.1055810546875,,252.3347999138349,,289.8928170773862,265.7563772585513,12.7653954760297,80421996.0,0.2969611061882962,35.77899169921875,14.09576220364064,65.25744583280901,8_7
2015-03-10,291.760009765625,300.04400634765625,289.7430114746094,289.86199951171875,67770800,69.268821668209,12.590179605232777,125.5920751973562,-12.592147778792915,243.6435614013672,,253.8808865746894,,297.06494564341773,264.8170489854885,12.59799794785634,148192796.0,0.2187463839011535,37.49700927734375,14.747332173904692,59.41047379299448,8_9
2015-03-11,296.3789978027344,297.3909912109375,290.50799560546875,291.5249938964844,33963900,70.89408052962672,13.52321614628579,126.08502439299616,-5.57102224164352,245.34484130859371,,255.54747917186765,,303.1959437777204,268.1484531949358,12.187313104819845,182156696.0,0.2431697632983546,36.177001953125,13.903429846877293,64.44482731931599,8_8
2015-03-12,294.35400390625,297.0880126953125,292.4129943847656,296.12701416015625,32585200,69.16703396624678,13.938578981336718,125.67529542553427,-8.945419268850507,246.69398132324216,,257.0693036712552,,304.9159979455104,273.66560605839584,11.647706577105495,149571496.0,0.2247254453894998,18.683990478515625,6.777665167928592,62.4291411121546,9_7
2015-03-13,285.3370056152344,294.4979858398437,285.3370056152344,294.1180114746094,31421500,61.932125961745655,13.385856792063862,71.95064029859414,-27.179314080715265,247.73260131835937,,258.17784100239163,,299.1598329130607,283.81497177443924,11.469157191896384,118149996.0,0.1829031839520124,3.635009765625,1.2903741610569213,57.06091942419266,3_7
2015-03-14,281.885009765625,286.3420104980469,280.9760131835937,284.4419860839844,22612300,59.37173343770042,12.524894076943156,24.90416262277456,-33.55878472254533,248.7127215576172,,259.10753389506743,,300.9093881313572,278.9766226108303,11.031107473935329,95537696.0,0.1787540174487441,8.792999267578125,3.219793670104828,52.16836535563856,3_7
2015-03-15,286.3930053710937,286.52899169921875,280.9960021972656,281.42498779296875,11970100,61.60413792822622,12.067228988587487,25.162114881727707,-32.711881015794454,249.48364166259765,,260.1775523843234,,299.96435951793995,277.774849466435,10.636620549835698,107507796.0,0.1803006663554954,10.214996337890623,3.698700115063304,55.75777595149869,3_7
2015-03-16,290.5929870605469,294.11199951171875,285.6849975585937,285.6849975585937,21516100,63.61032473766909,11.906182470218653,65.46963968538205,-26.79240516623107,250.22114135742189,,261.370314528489,,296.3726777146385,279.0521269728615,10.478132492361,129023896.0,0.1763293301086311,17.8699951171875,6.552434391339781,48.40178984291567,3_8
2015-03-17,285.5050048828125,292.364990234375,284.3739929199219,290.5950012207031,21497200,59.55095555809167,11.23844451178877,34.12726578114813,-41.21617003679413,250.4617816162109,,262.3167729737566,,291.51763526482927,280.3675698132957,10.29979228123799,107526696.0,0.1492361895690753,9.2440185546875,3.346117987035654,46.50578440394217,1_4
2015-03-18,256.29901123046875,285.33599853515625,249.8699951171875,285.0669860839844,57008000,42.70430176035273,8.257391694464047,-165.3351969558955,-87.18656141772226,250.31826171875,,262.0807823171571,,304.6067992125068,255.663208111712,12.1159537443445,50518696.0,0.0816489615124603,-18.05499267578125,-6.5809109467018585,35.836817916805394,3_4
2015-03-19,260.9280090332031,264.2439880371094,248.6360015869141,255.8800048828125,52732000,45.34346749505199,6.196972454960871,-172.8523386164203,-76.08931234834488,250.8585220336914,,262.0355755217079,,304.6014878366744,247.28571919457565,12.366216752900735,103250696.0,0.0786231231063169,-28.678985595703125,-9.902725461604104,41.07273559518916,2_3
2015-03-20,261.7489929199219,264.8479919433594,259.1619873046875,260.9559936523437,18456700,45.82013430562538,4.577554700388021,-124.0497687441696,-74.49231614018686,251.42324188232425,,262.0243369883046,,299.26262456046925,242.766977490312,11.887580998598462,121707396.0,0.0590488495396471,-30.011016845703125,-10.286199561691612,43.77254513565504,2_3
2015-03-21,260.0249938964844,262.1960144042969,255.6499938964844,261.6440124511719,17130100,44.93392909532727,3.1190872531933,-117.70722120255785,-77.84587757767339,252.09524169921875,,261.94593137686064,,285.83948253539626,243.96292224976,11.504943987889282,104577296.0,0.0383411398296504,-36.35400390625,-12.26605264737642,45.82686247442677,2_3
2015-03-22,267.9599914550781,269.7470092773437,259.5899963378906,259.9169921875,18438100,49.75116995148452,2.573859431681342,-72.0454222557416,-62.41054295318448,253.10516143798827,,262.18177687012405,,268.9440727679517,253.8403266461107,11.408406204912252,123015396.0,0.0011806565668203,-26.394012451171875,-8.96675842723655,47.63407953372358,1_3
2015-03-23,266.739990234375,277.2969970703125,261.7449951171875,267.8949890136719,22811900,49.04082356201362,2.020032870934358,-48.720694627319936,-64.78371659876969,253.9005212402344,,262.36053033538883,,269.9391241483347,257.02166686729026,11.705110770264378,100203496.0,-0.0537026678908308,-18.59701538085937,-6.517561695427866,43.759620703171166,2_1
2015-03-24,245.59500122070312,267.00299072265625,244.15499877929688,266.5769958496094,40073700,38.72150555230039,-0.1236768956524656,-110.66895215189754,-97.29505852031345,254.04784118652344,,261.7030586054012,,276.37615958299506,244.45142830762995,12.502862002056991,60129796.0,-0.0837993625821007,-36.29000854492188,-12.874046965142073,39.20832661202413,4_2
2015-03-25,246.19700622558597,249.19000244140625,236.51499938964844,247.4720001220703,35866900,39.114318446070726,-1.7537889699887614,-130.17872666663888,-84.01597294313217,254.42642120361327,,261.0949781199182,,276.70355814549737,237.9032350673932,12.51518405492694,95996696.0,-0.0774842359882902,-40.19599914550781,-14.035258680086772,47.02218596185545,4_2
2015-03-26,248.5319976806641,254.35400390625,244.90499877929688,246.2760009765625,25730000,40.70208606505651,-2.8246889808729065,-96.31920432776543,-79.27495800628057,254.8600012207031,,260.6023122203396,,275.2743881747273,234.73520655183523,12.295736947728535,121726696.0,-0.0742061605712094,-42.06098937988281,-14.47419285831531,43.029580938420494,4_2
2015-03-27,247.0290069580078,256.8110046386719,245.21299743652344,248.5659942626953,17274900,39.97937703847609,-3.751419713932819,-85.82986042006954,-81.74556392507226,255.4583615112305,,260.07002573946386,,266.861676124319,234.7755248034154,12.245807347364348,104451796.0,-0.1097178825493979,-38.47599792480469,-13.47647055805464,40.60172030038739,4_2
2015-03-28,252.79800415039065,254.2050018310547,246.9750061035156,246.9750061035156,16040900,44.08345719168375,-3.974534675041184,-69.20364192175795,-71.72942214658366,256.0690014648437,,259.7848484222453,,253.1898107782932,242.87059571584743,11.886922636622474,120492696.0,-0.0836208433023877,-3.501007080078125,-1.3659854024680398,42.040802456529086,4_1
2015-03-29,242.71299743652344,253.13900756835935,240.8500061035156,252.7400054931641,21699400,39.055843455953045,-4.90854796163066,-93.28473625565692,-89.23902627959956,256.36818145751954,,259.1153640698641,,254.0239298500593,240.88367513040944,11.915688136087883,98793296.0,-0.1824314789869629,-18.215011596679688,-6.980857158328996,35.995665072259854,4_2
2015-03-30,247.5260009765625,249.24200439453125,239.2140045166016,242.8789978027344,23009600,42.43030776036007,-5.200443582270282,-87.70346271829679,-80.28468506373312,256.85046142578125,,258.6608792426758,,254.1713080218774,241.267894858982,11.780654564278931,121802896.0,-0.0934754406182232,-14.222991943359377,-5.433828716854197,39.57130280132492,4_4
2015-03-31,244.2239990234375,248.72999572753903,242.73899841308597,247.45399475097656,22672000,40.76274562790016,-5.633279981228384,-81.79362179831791,-84.20966434789077,257.33274139404296,,258.09472707721545,,253.7791649283729,239.93683848959583,11.36654179329022,99130896.0,-0.1622057172478252,-15.800994873046877,-6.076721562903769,44.74362306769094,4_2
2015-04-01,247.27200317382807,247.5410003662109,241.16000366210935,244.22300720214844,22877200,42.99004923375033,-5.665054264925345,-73.1698588707397,-73.6231563043811,257.8814013671875,,257.6703065319846,,253.8352932023376,239.97790870195925,11.009979038238232,122008096.0,-0.1143963867968255,-20.68798828125,-7.720551179640643,46.607179402575134,4_1
2015-04-02,253.0050048828125,254.46099853515625,245.4160003662109,247.0890045166016,26272600,47.02472741630109,-5.168056154114538,-15.327478270139526,-59.56547881178842,258.55780151367185,,257.4873535261347,,254.01803925235876,239.87796294490687,10.869457709238816,148280696.0,-0.0200629810919256,-13.7349853515625,-5.149203664397699,50.07961956026795,2_0
2015-04-03,254.32200622558597,256.0429992675781,251.8789978027344,253.07400512695312,23146600,47.93628109961184,-4.614715006857864,25.125025594137323,-56.33610943884604,259.2089614868164,,257.3632222594465,,256.85761824430347,241.6819874685872,10.389972001455284,171427296.0,0.0166952794153327,8.727005004882812,3.553413123844617,54.97124509396068,0_0
2015-04-04,253.69700622558597,255.25799560546875,251.1000061035156,254.2910003662109,12493500,47.51840323023577,-4.178453823031589,23.85267160493893,-57.868648391189545,259.5743615722656,,257.21944908164807,,258.549459839584,242.45854797291605,9.944377742776012,158933796.0,0.0006767132014752,7.5,3.0463408613213936,53.26235539232199,0_0
2015-04-05,260.5979919433594,260.67498779296875,251.94200134277344,253.7610015869141,19649200,52.44757031740455,-3.238530059664015,99.75159869048426,-40.9470013159032,259.63990112304685,,257.3519409585779,,262.2518329188756,245.3057720615931,9.857768096321047,178582996.0,0.0312810966425657,12.065994262695312,4.854905756722228,64.16645333342969,2_7
2015-04-06,255.49200439453125,261.7980041503906,254.5749969482422,260.72100830078125,20034200,48.79580943144764,-2.8725314733462426,127.51942187136004,-37.755804252222525,260.05324127197264,,257.2790022697918,,260.8503801101905,249.9952253585595,9.669405902939026,158548796.0,0.0322753382656475,8.462997436523438,3.425912422488122,57.10627099503165,2_7
2015-04-07,253.17999267578125,255.80499267578125,252.2050018310547,255.2740020751953,18467400,47.193472453709575,-2.737479026036368,60.83577811338829,-34.08618380672406,260.4399810791016,,257.1182567955169,,260.82448057600794,250.0911200099296,9.23552336330891,140081396.0,0.0935957266635189,0.381988525390625,0.151104248894061,60.78109881953641,2_7
2015-04-08,245.02200317382807,253.8470001220703,244.21499633789065,253.06399536132807,30086400,41.957914012669576,-3.251252151222502,-51.397194042969325,-74.28268353079088,260.4682211303711,,256.6438939083919,,263.6504368916792,243.5451624735552,9.26386479799219,109994996.0,-0.0241562050243108,2.3090057373046875,0.9513317217008784,49.36512701257447,3_1
2015-04-09,243.67599487304688,246.1179962158203,239.3999938964844,244.75100708007807,21643500,41.14682835384164,-3.724103527983658,-114.834637409715,-80.2426920439305,260.61522094726564,,256.1353488481823,,264.38946013743663,238.7977346867821,9.0818898598896,88351496.0,-0.0073638720557439,-3.850006103515625,-1.5553946204949074,47.23631444780059,3_4
2015-04-10,236.07200622558597,243.69400024414065,232.77099609375,243.69400024414065,28882000,36.81692010249692,-4.658717193585574,-158.0744391477743,-88.62779751397508,260.5310009765625,,255.34855109827652,,260.66562476008363,232.71117577702572,9.21348371780272,59469496.0,-0.0439807325716105,-8.151992797851562,-3.33791635156594,45.27867688393434,3_4
2015-04-11,236.552001953125,239.53700256347656,234.1750030517578,236.01600646972656,16365200,37.26569444491109,-5.299583315793853,-137.88306946920142,-86.97417986725641,260.38646087646487,,254.61143152395687,,255.47662790524907,230.3241716552978,8.938211249003965,75834696.0,-0.0738604256317209,-10.720001220703123,-4.335307306572488,43.87803623238593,4_2
2015-04-12,236.1529998779297,237.72799682617188,233.4949951171875,236.53500366210935,12387900,37.0302403627709,-5.773121516504887,-126.41029858677452,-88.34876892037802,260.2188409423828,,253.8875714594068,,247.47375154447897,231.5162508969273,8.6019360359653,63446796.0,-0.0506394669580365,-16.852005004882812,-6.660739779708456,40.20483244456639,3_4
2015-04-13,224.5870056152344,236.93499755859372,221.9960021972656,235.9499969482422,31181800,30.92973625617391,-7.000980087687168,-165.56722293792748,-93.49026860251855,259.99104095458983,,252.7385296615961,,247.6638844842176,223.1521189337512,9.054819259199675,32264996.0,-0.0187705184517383,-29.73500061035156,-11.691870889055645,36.74236210753817,3_3
2015-04-14,219.15899658203125,224.9759979248047,216.322998046875,224.75900268554688,31719000,28.552382461279137,-8.316197864479392,-173.52323030407052,-93.76361043536616,259.5963809204102,,251.42168522710335,,245.01562252116184,215.99358158040067,9.02610397239152,545996.0,-0.0865492477684551,-34.53800964355469,-13.613881439674415,37.141570385478936,3_3
2015-04-15,223.8329925537109,223.8329925537109,218.6490020751953,219.072998046875,22562000,33.30612858486908,-8.879013277450639,-126.3147052673811,-83.48544585185806,259.2983407592773,,250.33977571049977,,242.1072181505465,214.00638048226605,8.751543861517183,23107996.0,-0.0220859930208649,-36.76499938964844,-14.107936563701251,43.57436489441108,3_4
2015-04-16,228.572998046875,229.6719970703125,223.91700744628903,223.91700744628903,24805400,37.824119676693925,-8.840660091264567,-79.90918311645284,-73.06212566059894,259.12040069580075,,249.48617658643604,,237.84986781675525,215.07212925355725,8.54341845417273,47913396.0,0.0392664363585546,-26.91900634765625,-10.53614433510329,43.86605521955911,2_3
2015-04-17,222.8820037841797,228.906005859375,221.94200134277344,228.5749969482422,20429800,34.77792860961164,-9.163845483826549,-84.45162962193783,-85.57667980874088,258.8495208740234,,248.44287569222996,,229.85879900753756,217.75479962527496,8.430559424749397,27483596.0,-0.0159852253575769,-30.29798889160156,-11.966975972860835,42.229371858552646,3_4
2015-04-18,223.3560028076172,224.3159942626953,220.87600708007807,222.85299682617188,12939000,35.2456970598559,-9.27481023699744,-84.74601455393285,-84.53435114503817,258.24008087158205,,247.45907675557845,,229.56558317570853,217.5556143340571,8.073961622478805,40422596.0,0.0308814213944058,-21.666000366210938,-8.842471323214282,43.300835889979226,3_4
2015-04-19,222.6000061035156,226.35299682617188,222.3730010986328,223.45599365234372,15021500,34.81680072073166,-9.316360020156566,-68.77011114849743,-86.19679557084137,257.60682098388673,,246.4842112398113,,228.65382729849705,219.84377401986237,7.78143771488666,25401096.0,-0.0341408432949831,-21.07598876953125,-8.649185481118755,38.37092824283967,3_4
2015-04-20,224.62600708007807,226.3509979248047,221.9770050048828,222.61199951171875,18364700,37.02834566443488,-9.08112561259071,-56.90117616856834,-78.97013787868717,256.8953012084961,,245.62702676295905,,228.7982065444974,220.01660058440885,7.53797323866995,43765796.0,0.0011817288786948,-11.445999145507812,-4.8485203004418205,45.53508808748952,3_4
2015-04-21,235.2689971923828,235.2689971923828,224.30099487304688,224.6199951171875,24978000,47.16883625123237,-7.944323083600665,11.408019914869731,-49.50965222861507,256.08728088378905,,245.22082952489723,,235.36964641941412,216.12356036769523,7.78304594432652,68743796.0,0.01051613297699,-1.2830047607421875,-0.5423774688647222,58.33424157344451,0_0
2015-04-22,234.17599487304688,237.90899658203125,233.4759979248047,235.6020050048828,23847900,46.34347408261145,-7.050323303357743,61.84068053388044,-40.08055739778607,255.1367608642578,,244.78769875423643,,239.07216479471103,216.9386384279452,7.543692799419031,44895896.0,-0.0689823140418453,-1.9770050048828125,-0.8371712431791043,52.98085651354707,0_9
2015-04-23,236.4620056152344,236.4750061035156,233.19900512695312,234.0529937744141,17036000,48.37801290703985,-6.087190729108471,77.84709475720031,-26.42210386300261,254.4041607666016,,244.46120098407948,,242.2416041727009,219.01160017300225,7.238781900763702,61931896.0,-0.0395050502925231,11.875,5.287483114826517,53.32942467166805,1_8
